matchId;robotId;playerId;team;goals;kicks;tOwnField;tOppField;tPosession;tOwnGoal;tOppGoal;dBall;dCenter;dOwnGoal;dOppGoal;dTotal;dMinTeammate;dMinOpponent;tRegionA;tRegionB;tRegionC;tRegionD;tRegionE
0;15;0;Equipo.ElPayoVallecano;0;0;29568.0;0.0;1056.0;19318.042160580906;0.0;0.8495656206319715;1.2615931277677361;0.42926412786967244;2.6496442706810592;7.795769347625407;0.4821511904192973;0.397450401689557;0.0;0.0;0.0;815.3483510074524;28752.65164899255
0;14;4;Equipo.ElPayoVallecano;0;0;21012.77082897037;8555.229171029634;1056.0;0.0;0.0;0.5658431430131116;0.48269678587537473;1.4004713670825506;1.590689385892997;12.139789088430204;0.34959999719804047;0.3408464223510285;0.0;0.0;26158.989528582362;3409.010471417644;0.0
0;13;3;Equipo.ElPayoVallecano;0;0;15525.08048907195;14042.919510928048;6072.0;0.0;0.0;0.5801965612303192;0.39772847800269745;1.4595286572708344;1.5118011435753738;11.641628794653402;0.3378318518984596;0.2772851069875303;0.0;1166.6248492784027;25515.09864913225;2886.276501589351;0.0
0;12;2;Equipo.ElPayoVallecano;0;0;1321.530353051485;28246.469646948517;0.0;0.0;0.0;1.8222682574381615;1.2096511725528178;2.5018088067617557;0.7859522248813576;4.41098863185428;1.2754624601717384;0.5658159000148048;19663.979913779578;6120.969922860132;3783.050163360289;0.0;0.0
0;11;1;Equipo.ElPayoVallecano;0;0;27864.081642830333;1703.918357169667;1056.0;12821.785570959697;0.0;0.8764528823327385;1.0487474935236665;0.5924109497663572;2.3757498281786082;12.942103416216423;0.3934083049584746;0.3491997110986032;0.0;413.9241726604777;2917.568105533845;5386.362330771809;20850.145391033868
0;10;0;teamsSoccerbots.AIKHomoG;0;0;29568.0;0.0;0.0;29568.0;0.0;1.881243310722709;1.3425333645438016;0.11924992205126939;2.759911821408832;2.183723252779753;0.9303133750025184;0.7930579145652272;29568.0;0.0;0.0;0.0;0.0
0;9;4;teamsSoccerbots.AIKHomoG;1;3;5059.522869824273;24508.47713017573;9240.0;0.0;172.3558297941483;0.6592838935996037;0.9600146533837138;2.2443802090201763;0.7922942614263253;6.122567510752154;0.5548595522961397;0.24358891547888814;0.0;0.0;6969.473982830697;2924.809567468433;19673.71644970087
0;8;3;teamsSoccerbots.AIKHomoG;1;2;11261.036579579635;18306.963420420365;10560.0;0.0;0.0;0.5328284046941729;0.6604330218429754;1.592195800393156;1.3975236551951027;7.803845605254409;0.673829122305623;0.33949914328482084;0.0;8138.643648640858;14486.74148366728;3891.8370424951318;3050.7778251967316
0;7;2;teamsSoccerbots.AIKHomoG;0;1;1928.38869746576;27639.61130253424;6864.0;0.0;1355.1064785634646;0.8371800427050833;0.9761150747391886;2.328308579645418;0.6424293717030771;5.2067627264816325;0.5597766712434953;0.4140001012709175;0.0;0.0;4219.051931184451;4778.112390568887;20570.835678246658
0;6;1;teamsSoccerbots.AIKHomoG;0;1;28633.134584624047;934.8654153759516;0.0;0.0;0.0;1.1584956105579562;0.4672942177628561;1.04884848393578;1.8188624536255507;5.099662894123292;0.7651254201632828;0.5995544185542679;0.0;21402.201952246895;7703.760856939617;462.03719081349044;0.0
