matchId;robotId;playerId;team;goals;kicks;tOwnField;tOppField;tPosession;tOwnGoal;tOppGoal;dBall;dCenter;dOwnGoal;dOppGoal;dTotal;dMinTeammate;dMinOpponent;tRegionA;tRegionB;tRegionC;tRegionD;tRegionE
3;15;0;teamsSoccerbots.AIKHomoG;0;1;26990.854977758132;2709.145022241869;2160.0;24515.426953448707;0.0;1.7863078210978889;1.2219914112861179;0.3689573461783043;2.556038390083599;4.619894439243618;0.7781588610774489;1.1138396417486756;0.0;2126.3685364026196;1265.320345535031;1166.2991941904243;25142.011923871927
3;14;4;teamsSoccerbots.AIKHomoG;1;2;3259.4381707570474;26440.56182924295;9144.0;0.0;204.56486329507848;0.45453070340104623;0.8679471092339595;2.1776065653024523;0.893743607465004;9.872857389793053;0.586861892121076;0.2929579930385059;13779.969497879894;6540.980117920919;9379.050384199185;0.0;0.0
3;13;3;teamsSoccerbots.AIKHomoG;0;0;29700.0;0.0;0.0;0.0;0.0;1.2861560395219487;0.5742291950262515;0.9276022974094863;1.9933476761215898;6.153158138102261;0.6670372260734753;0.5342798920868327;0.0;0.0;2457.947269321927;26110.641435138354;1131.4112955397195
3;12;2;teamsSoccerbots.AIKHomoG;1;3;2174.551275610205;27525.448724389797;10800.0;0.0;2422.6865293156006;0.5822223270424585;0.9251524510032324;2.2637192265841004;0.8185660926884946;9.641741577896632;0.6201344264064808;0.30412088778372676;15154.808466941062;8584.45543878782;5960.736094271117;0.0;0.0
3;11;1;teamsSoccerbots.AIKHomoG;0;0;17548.741629083637;12151.258370916363;0.0;0.0;0.0;0.9900727456263191;0.6178809699537808;1.5019401109908996;1.4466176496934695;5.867992338757494;0.6131072727261814;0.4987291785630246;5324.532237724912;4568.171532156424;6028.775647254425;13778.52058286424;0.0
3;10;0;Equipo.ElPayoVallecano;0;0;29700.0;0.0;2160.0;16082.42571417875;0.0;0.7329285054097429;1.2656279624342042;0.3645911665576394;2.6894569255657985;8.505925733971193;0.3712397678854592;0.5477698513348352;29700.0;0.0;0.0;0.0;0.0
3;9;4;Equipo.ElPayoVallecano;0;1;16290.828830066557;13409.171169933445;4716.0;0.0;0.0;0.7281799447575833;0.5005130257828106;1.444878043351756;1.5363760746839747;14.321155237833704;0.47136179468464734;0.3070210995409148;776.8089718405901;7014.683955591287;15301.106716016622;6607.400356551499;0.0
3;8;3;Equipo.ElPayoVallecano;0;1;20843.25079863177;8856.74920136823;4320.0;0.0;0.0;0.7394845583341051;0.315237987580735;1.3791062952347173;1.5685783363392118;13.683821138209758;0.44777447358362577;0.3429363742903036;723.6359533456359;4004.572647092482;23531.751538925928;1440.0398606359563;0.0
3;7;2;Equipo.ElPayoVallecano;0;0;29700.0;0.0;2124.0;620.868099188107;0.0;0.9433820728772992;1.1771797952463843;0.7849640583680039;2.5030832436607735;6.2729119375049285;0.5885901511546382;0.3463316641341434;17915.339148185958;8293.859378335608;3490.801473478433;0.0;0.0
3;6;1;Equipo.ElPayoVallecano;0;0;29700.0;0.0;684.0;11381.080507497245;0.0;0.6501549108792376;1.0746604472700527;0.5092323714289158;2.4986565358784385;12.020364233521917;0.30960176264124284;0.3860093591394514;21188.99398007673;8511.00601992327;0.0;0.0;0.0
